index,annotation,tag,source,text,uri,label,date,checken
1716,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/cee7dd23-d68d-4d52-9f9f-8f8001102355,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_19_tl_7,Ben,,,,
85,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/0b1d0e62-287e-46d9-9580-0be8d6d956f1,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_19_tl_7,Ina,,,,
1629,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/c40cb2be-7bbc-4f51-8061-6894f052e991,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_19_tl_8,Wim,,,,
260,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/1d0f4f3d-2f7e-4860-8e24-b01019476cd6,abbrev,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_1,M.,,,,Montessori
1833,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/df374faa-eaef-43de-80b9-f6060475725a,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_1,'s Middag,,,1940-09-11,
1214,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/9432c01c-1306-44c9-98b6-cb9b739ffbc4,abbrev,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_12,M.,,,,Montessori
1093,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/870855d9-6653-4a53-8169-725c097beea3,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_16,Erna,,,,
1807,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/dbc31de3-9351-4714-837b-233464940cdb,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_18,Emmy,,,,
1903,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/e85505e1-ae53-4846-9d7c-4c9605ca6d64,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_18,A'dam,http://www.wikidata.org/entity/Q727,,,
1229,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/963035ea-ac7b-41cb-9d28-6ea46d64bdc1,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_19,gisteren,,,1940-09-10,
1620,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/c2cd7a2d-ae90-4e59-a16c-767982e341fa,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_19,moeder,,,,
1336,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/a297c455-e4b6-448d-916e-c6387dce5447,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_20,Oma,,,,
1535,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/b95f852e-8b85-4b38-8052-a98944c916d8,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_21,Vanmiddag,,,1940-09-11,
1698,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/cc2f0a6b-8736-4af0-9885-343af4ce41da,organization,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_3,Godelinde,,,,Godelindeschool (in Hilversum?)
578,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/48b5d36e-56a8-414c-95c4-676a1db0f776,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_4,'s Avonds,,,1940-09-11,
743,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/5dcf55b4-5a63-40dd-88e3-be79581fd832,organization,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_4,school.,,,,Godelindeschool (in Hilversum?)
1119,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/89e2f5f8-88d0-4230-9c32-e81605e90518,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0006_urn-gvn-EVDO01-IIAV002_IAV001000040-large_06/r_tl_4,Ans Habbema,,,,
365,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/2ac977c4-b95e-4e23-b98c-3887dd5316c1,abbrev,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0007_urn-gvn-EVDO01-IIAV002_IAV001000040-large_07/r_tl_19,zgn.,,,,
244,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/1b31adad-965b-4470-af90-1434003f1a78,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0007_urn-gvn-EVDO01-IIAV002_IAV001000040-large_07/r_tl_2,Erna,,,,
1075,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/847fbbb3-1534-4256-9347-01bea3764924,organization,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0007_urn-gvn-EVDO01-IIAV002_IAV001000040-large_07/r_tl_6,Mon-,,,,Montessori school
799,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/659a4a60-eabf-4ec6-8fb8-6beaff6d799a,organization,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0007_urn-gvn-EVDO01-IIAV002_IAV001000040-large_07/r_tl_7,tessori,,,,Montessori school
1552,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/bb390190-9223-4a55-bab9-d9ec5e1163e8,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_12,Erna,,,,
1145,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/8c5ae1ce-b2cb-4f44-9ee7-0359d9298855,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_12,Mieke,,,,
296,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/2274ef9c-f2b6-451f-b011-153ed544c8aa,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_12,Ouders,,,,
14,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/01ce296a-8202-4df7-9369-c1332907a2a0,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_12,Uli,,,,"Uli Citroen uit Hilversum, geeft naailes"
265,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/1dc2165e-9248-4f30-8988-99c6fe30caa9,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_15,Erna ,,,,
790,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/64129e19-f60e-4122-8e68-347274e60018,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_16,Vader,,,,
1461,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/b193227d-f471-49f7-8b2d-314de31e446d,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_18,Morgenochtend,,,1940-09-17,
861,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/6bedcd45-e571-4088-bc51-e7b6c210ee23,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_21,17S,,,1940-09-17,gecheckt
779,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/63385f3a-3e3d-4b6f-b87e-76b1a7c6d353,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_21,Vandaag,,,1940-09-17,
1346,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/a3984871-ad10-4ab4-84ff-1612bade8fdb,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_22,Boerhaavestr.,,,,Eerste of tweede Boerhaavestraat? Volksschool aanwezig (Voortgezet Onderwijs)
1128,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/8a7d93f5-f36f-49e8-9e6d-330f63137ff5,organization,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_23,volksschool,,,,
1455,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/b06b4ecf-2d65-459d-a495-0b119952d9a3,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_3,Boof,,,,
511,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/3e276030-8e05-4ba0-be03-d000594d7aef,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_6,Vader,,,,
2025,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/f83e1831-5908-420d-9f93-84b1c3298243,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_7,Den Haag,http://www.wikidata.org/entity/Q36600,,,
1753,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/d4303e8a-dc87-480d-a672-5d0aef6795fe,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_1_tl_9,Moeders,,,,
848,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/6ab51986-b9fe-461c-a130-2f778dc096a3,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_2_tl_16,15 sept,,,1940-09-15,
119,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/0f5e0682-b23b-426b-8709-0882a5469a13,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_2_tl_17,Zaterdag,,,1940-09-14,
1841,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/e03a5b15-b03d-48d2-9ede-1c0f4779540c,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_2_tl_20, Uli Citroen,,,,
1927,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/eb7a85eb-b7b8-4a23-931e-26bcf8d913da,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_2_tl_21,'s Middags,,,1940-09-14,
1942,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/ed6f9363-af54-49f0-80f2-4c90617decd3,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_2_tl_21,Juffr. v. Santen,,,,
1983,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/f27bbdc2-4119-4f20-bb7a-c79b2fdeb1b1,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_2_tl_3,Wim,,,,
841,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/69e7381d-b30a-48c6-98b0-194a6bb48dc3,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_2_tl_4,Hij,,,,Wim
1446,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/af389a29-c5c4-4544-8450-5c85e79b46fd,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0009_urn-gvn-EVDO01-IIAV002_IAV001000040-large_09/tr_2_tl_5,polykliniek,,,,
1292,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/9df1ef5b-a18d-4d01-82fc-debc558ae7bd,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_11_tl_1,Mevr. Roest,,,,Els' leidster in de volksschool
791,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/641ca8f5-e480-4fe8-ac64-7cac8dc53ddd,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_11_tl_18,GisterenAvond,,,1940-09-16,
1755,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/d44ef962-2570-4351-8a16-c77d1cd8fab3,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_11_tl_18,Huib,,,,
727,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/5be13f05-5e13-433b-a4be-aa40d82157fd,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_11_tl_19,'s Middags ,,,1940-09-16,
784,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/63a88c44-89bc-433e-a694-9f9c20293981,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_11_tl_19,Erna,,,,
213,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/19052d8a-7f08-4a04-a955-8e301bc0683b,organization,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_11_tl_22,Bijenkorf,https://adamlink.nl/geo/building/de-bijenkorf/172,,,
460,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/373ad738-206f-47ad-8b1d-8b5d35da1dd4,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_11_tl_24,'s Middags,,,1940-09-17,
706,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/59376b49-8d18-4595-b662-a17104b5867c,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_29_tl_10,Frits,,,,
453,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/362358f3-93c3-4f9b-b8c1-add15160f864,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_29_tl_12,Wim,,,,
1152,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/8ce46da9-de28-4d90-bf15-cf93b89822b2,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_29_tl_21,Vanmiddag ,,,1940-09-17,
1887,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/e596f46f-0c96-43fa-b28d-70c69d8b09fd,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_29_tl_21,Zater,,,1940-09-21,
750,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/5e87e2a5-bd5c-49b6-a1ca-ac3659c42de9,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_29_tl_22,dag's,,,1940-09-21,
1063,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/82d0e244-cdc7-4fda-9f27-c899be110bdc,abbrev,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_29_tl_24,n.m.,,,,
336,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/27cd5c83-e4bb-4a6f-ae40-9a8c994277d4,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_29_tl_4,Keizergr,https://adamlink.nl/geo/street/keizersgracht/2337,,,
2000,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/f4dedb56-7ae1-4005-973c-77f383dce947,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_29_tl_5,Dr. Mej. Bos,,,,lerares psychologie van Els
807,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/666b9982-4f50-4936-957c-5a992ba4f0d2,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_29_tl_7,'s Avonds,,,1940-09-17,
869,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/6c9c8ace-ed03-48db-b510-6a4188eafd4c,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0010_urn-gvn-EVDO01-IIAV002_IAV001000040-large_10/r_29_tl_7,Mef. v. Greven,,,,docent Engels van Els
1703,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/cd1c2457-aa11-4fa2-9da9-3c5908927d6d,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/l_956,19.,,,1940-09-19,
1275,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/9c29ed84-22c6-4499-804a-6d3ff9669bf7,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_56_tl_10,Vandaag,,,1940-09-18,
1341,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/a2f767e1-3f2a-4feb-b62e-0f7beb640731,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_56_tl_13,Mevr.,,,,Els' leidster in de volksschool
760,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/5fd24dbd-a9aa-4f07-916b-ce7cc8cd8ebc,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_56_tl_14,Roest,,,,Els' leidster in de volksschool
1631,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/c4342cac-7f51-4fb1-9d53-dd68226d1e51,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_56_tl_14,Sienie,,,,Mede-cursist van Els
639,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/5058549b-eed8-474c-8bc4-120acc0540ad,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_56_tl_23,'s middags,,,1940-09-19,
1252,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/99697f8f-0983-475a-9583-1d1d43adefb7,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_56_tl_24,Fem,,,,
958,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/76cba489-d223-40f4-aa01-27e362a25af4,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_56_tl_3,Amsterdam,http://www.wikidata.org/entity/Q727,,,
96,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/0c25f9a6-77f1-44d9-94be-c0fedc1295a6,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_56_tl_6,Vanavond,,,1940-09-18,
283,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/2066841c-e2d4-4d4c-b8bd-01f90d0bd22e,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_56_tl_6,Wim,,,,
1208,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/93902ef8-0a8b-474b-9f2d-346520ec2fae,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_56_tl_8,Frits,,,,
1770,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/d6b0c8f6-c104-479f-8499-26d64f369cb5,organization,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_tl_13,Hema,http://www.wikidata.org/entity/Q903805,,,
1127,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/8a744cca-551f-478f-a06b-845140b92606,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_tl_2,A'dam ,http://www.wikidata.org/entity/Q727,,,
1352,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/a485da59-dc12-4e47-a6b8-3dce3b360736,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_tl_22,Lex Citroen,,,,
619,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/4dac6d8d-2a0c-40ba-8002-1d351bdf295a,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_tl_4,18.S,,,1940-09-18,
352,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/293d80b3-51af-43b8-a6c1-4f85bd3f2d0d,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_tl_4,Vandaag,,,1940-09-18,
1114,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/8931433c-7fb2-4fdc-b882-c13314fa93c9,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0011_urn-gvn-EVDO01-IIAV002_IAV001000040-large_11/r_tl_6,Mevr. Roest,,,,
104,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/0d12f317-b756-4d1b-a3a2-1ac19e0c2809,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0014_urn-gvn-EVDO01-IIAV002_IAV001000040-large_14/r_28_tl_9,Mevr. Roest,,,,
1768,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/d687001d-5ea2-4a5d-bb5d-2c7ec9f9e946,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0014_urn-gvn-EVDO01-IIAV002_IAV001000040-large_14/r_38_tl_1,7 Oct,,,2024-10-07,jaartal
817,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/6775ba88-1f09-455e-88c9-e54880c62eac,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0014_urn-gvn-EVDO01-IIAV002_IAV001000040-large_14/r_47_tl_5,Vrijdagmiddag,,,Vrijdagmiddag,
572,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/47f2c4b4-d7bb-4787-abf4-691f9a501b84,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0014_urn-gvn-EVDO01-IIAV002_IAV001000040-large_14/r_9_tl_15,Erna,,,,
763,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/60e30515-a72c-46e0-9157-c2c3d1b20751,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0014_urn-gvn-EVDO01-IIAV002_IAV001000040-large_14/r_9_tl_22,Lex,,,,
